bill_number,session,title,status,primary_sponsors,intro_date,effective_date,chapter_num,companion,summary
S-3665,2024_2025,Cybersecurity practices-requires State employees to receive,SSG,"Greenstein, Linda R.; McKnight, Angela V.",2024-09-26,,,A-1912,Requires certain State employees to receive training in cybersecurity best practices.
S-3666,2024_2025,Compulsive gambling-require school districts provide instruction on risks,2RS,"Beach, James; Turner, Shirley K.",2024-09-26,,,A-1711,Requires school districts to provide instruction on risks of compulsive gambling as part of implementation of New Jersey Student Learning Standards in Comprehensive Health and Physical Education.
S-3667,2024_2025,"Eagleton Science & Politics Fellow-permit purchase service credit, time served",SSG,"Zwicker, Andrew; Smith, Bob",2024-09-26,,,A-5155,Permits purchase of service credit in PERS for time served as Eagleton Science and Politics Fellow.
S-3668,2024_2025,"Proprietary instit of higher ed-phase out St tuition aid grant, student enrolled",SBA,"Turner, Shirley K.; Cryan, Joseph P.",2024-09-26,,,A-4869,Phases out State tuition aid grants for students enrolled in proprietary institutions of higher education; redirects State tuition aid grant funding for students enrolled in proprietary institutions to summer tuition aid grant program.
S-3669,2024_2025,Menstrual products-bans regulated perfluoroalkyl & polyfluoroaklyl substances,SBA,"Ruiz, M. Teresa; Greenstein, Linda R.",2024-09-26,,,A-4767,Limits regulated perfluoroalkyl and polyfluoroalkyl substances in menstrual products.*
S-3670,2024_2025,"Homeowner, cert impacted, Hurricane Ida-prov mortgage relief & foreclosure prot",APP,"Singleton, Troy; McKnight, Angela V.; Lopez, Yvonne",2024-09-26,2024-10-30,85.0,A-4871,Provides for mortgage payment relief and foreclosure protection for certain homeowners impacted by remnants of Hurricane Ida.
S-3671,2024_2025,"Federal law enforcement officers, cert-auth, make arrest for violation of NJ law",SLP,"Johnson, Gordon M.",2024-09-30,,,,Authorizes certain federal law enforcement officers to make arrests for violation of NJ law.
S-3672,2024_2025,"Immigrant Trust Act-estab protections, immigrants interacting w/ govt agencies",SJU,"Johnson, Gordon M.; Stack, Brian P.",2024-09-30,,,A-4987,"Establishes protections for immigrants interacting with government agencies; designates ""New Jersey Immigrant Trust Act."""
S-3673,2024_2025,Drivers with certain brain injuries-permits notation on driver's license/ID,SBA,"Diegnan, Patrick J.; Space, Parker",2024-09-30,,,A-2961,"Permits person with certain brain injuries to voluntarily make notation on driver's license, identification card, and in MVC registry; establishes program to train law enforcement officers in interactions with persons with certain brain injuries."
S-3674,2024_2025,"9/11 Heart Symbol flag-desig, official flag; display, cert pub bldgs & memorials",SSG,"Corrado, Kristin M.; Lagana, Joseph A.",2024-09-30,,,A-4996,Designates 9/11 Heart Symbol flag as official State flag; mandates it be displayed at certain public buildings and memorials.
S-3675,2024_2025,"Stolen property, aggregation of value-concerns multiple crim episodes w/in 2 yr",SJU,"Bramnick, Jon M.",2024-09-30,,,A-5737,Allows aggregation of value of stolen property across multiple criminal episodes or transactions within a two-year period.
S-3676,2024_2025,"Student-athlete, loses scholarship due to injury-prov alternative scholarship",SHI,"Corrado, Kristin M.",2024-09-30,,,A-4711,Requires public institution of higher education to provide alternative scholarship to student-athlete who loses athletic scholarship due to injury.
S-3677,2024_2025,"Athletics-estab marketing & advertising campaign, Div of Travel & Tourism;$250K",SSG,"Corrado, Kristin M.",2024-09-30,,,,"Requires Division of Travel and Tourism to establish marketing and advertising campaign to promote athletics; appropriates $250,000."
S-3678,2024_2025,Distraction Free Schools Grant Program-establishes;$2M,SED,"Corrado, Kristin M.",2024-09-30,,,A-4864,Establishes Distraction Free Schools Grant Program; appropriates $2 million.
S-3679,2024_2025,"Lockable cell phone pouches-estab pilot prog, cert public schools;$500K",SED,"Corrado, Kristin M.",2024-09-30,,,A-4856,"Establishes pilot program in DOE to use lockable cell phone pouches in certain public schools; appropriates $500,000."
S-3680,2024_2025,"Child care centers-estab procedure, notify parent/guardian of unexcused absence",SHH,"Corrado, Kristin M.",2024-09-30,,,A-4840,Requires child care centers to establish procedures to notify parents or guardians in event of unexcused child absence as condition of licensure.
S-3681,2024_2025,"Battlefield cross memorials-include replicas, verticle rifle/helmet/boot/dog tag",SMV,"Tiver, Latham",2024-09-30,,,A-5015,"Requires battlefield cross memorials in NJ include replicas of vertical rifle, helmet, boots, and dog tags."
S-3682,2024_2025,"Cannabis Regulatory Comm-estab procedure, voluntarily proh entering dispensary",SJU,"Polistina, Vincent J.",2024-09-30,,,A-4914,Requires Cannabis Regulatory Commission to establish procedure for persons to voluntarily prohibit self from entering dispensary.
S-3683,2024_2025,"Grown Here, Eaten Here Act-prov CBT & GIT credits, purch cert local ingredients",SEG,"Testa, Michael L.",2024-09-30,,,,"""Grown Here, Eaten Here Act""; provides CBT and GIT tax credits to qualifying food establishments for costs of purchasing certain local ingredients."
S-3684,2024_2025,"Customer service-establish program, foster improvements in government agencies",SSG,"Bucco, Anthony M.",2024-09-30,,,A-1033,Establishes program to foster improvements in customer service in State government agencies.
S-3685,2024_2025,Municipal announcements and accept complaints-required by electronic means,2RS,"Bucco, Anthony M.; Mukherji, Raj",2024-09-30,,,A-3480,Requires municipalities to accept complaints and provide certain municipal announcements by electronic means.
S-3686,2024_2025,"Admin. rules and regulations-State agencies required to review, ensure efficacy",SSG,"Bucco, Anthony M.; Singleton, Troy",2024-09-30,,,A-3376,Requires State agencies to periodically review administrative rules and regulations to ensure continued efficacy.
S-3687,2024_2025,Housing or zoning code violations-fines imposed by mun each day viol continues,SCU,"McKeon, John F.",2024-09-30,,,A-5266,Provides that fines for municipal housing or zoning code violations may be imposed by municipality each day violation continues.
S-3688,2024_2025,Office of the State Chief Efficiency Off & Efficiency Off positions-establish,SSG,"Bucco, Anthony M.",2024-09-30,,,,Establishes Office of the State Chief Efficiency Officer and Efficiency Officer positions in each State Executive Branch department.
S-3689,2024_2025,Limited liability company-allow to terminate alternate name,ACE,"Lagana, Joseph A.; McKnight, Angela V.",2024-09-30,,,,Allows certain limited liability companies to terminate alternate names before end of five-year registration period.*
S-3690,2024_2025,"Cumberland & Cape May co-establish pilot program, support commuting needs to AC",STR,"Testa, Michael L.; Polistina, Vincent J.",2024-09-30,,,,Requires NJT to establish pilot program to support commuting needs of residents in Cumberland and Cape May counties to Atlantic City.
S-3691,2024_2025,"Minority & women-owned businesses, certified-use as prime & subcontractors",SSG,"Mukherji, Raj; McKnight, Angela V.",2024-09-30,,,A-4725,Requires State agencies to make good faith effort towards certain goals to use certified minority and women-owned businesses as prime contractors and subcontractors.
S-3692,2024_2025,"Rabies testing-req cert consumer disclosures, optional training, veterinarians",SCM,"Mukherji, Raj",2024-09-30,,,A-4637,Requires certain consumer disclosures relating to rabies testing and establishes optional training for veterinarians.
S-3693,2024_2025,"Property tax relief programs, certain-revises statutes implementing",SUB,"Scutari, Nicholas P.; Turner, Shirley K.",2024-09-30,,,A-4706,Revises statutes implementing certain property tax relief programs pursuant to recommendations promulgated by Stay NJ Task Force.
S-3694,2024_2025,Cryptocurrency automatic teller machines-prohibits,SCM,"Moriarty, Paul D.; Ruiz, M. Teresa",2024-09-30,,,A-4880,Prohibits cryptocurrency automatic teller machines.
S-3695,2024_2025,Cell phone & social media policy-develop by DOE & adopted in schools,APP,"Moriarty, Paul D.; Corrado, Kristin M.; Bagolie, Rosaura",2024-09-30,2026-01-08,195.0,A-4882,Requires guidelines on student use of internet-enabled devices to be developed by DOE and policy to be adopted by governing body of each public school.** 
S-3696,2024_2025,"Student loan-notify cert entities, approved fed borrower defense loan discharge",2RS,"Cryan, Joseph P.",2024-09-30,,,A-4881,Requires institutions of higher education and certain proprietary institutions to notify Higher Education Student Assistance Authority of approved federal borrower defense loan discharge.*
S-3697,2024_2025,Credit card surcharges-prohibit seller from charging,SCM,"Beach, James; Stack, Brian P.",2024-09-30,,,A-4923,Prohibits seller from charging credit card surcharges; establishes notice requirements for credit card minimums and cash discounts.
S-3698,2024_2025,"PFRS member, retired-permit surviving spouse pension benefit after remarriage",SSG,"Gopal, Vin",2024-09-30,,,A-1266,Permits surviving spouse of retired member of PFRS to be enrolled in SHBP and to continue to receive pension benefit after remarriage in certain circumstances.
S-3699,2024_2025,"Residential dwelling units-proh facilitation, agreement among rental prop owners",SCU,"Gopal, Vin; Cryan, Joseph P.",2024-09-30,,,A-4872,Prohibits facilitation of agreements among rental property owners who restrict competition with respect to residential dwelling units.
S-3700,2024_2025,Health care professionals-establish act of misinformation as misconduct,SHH,"Vitale, Joseph F.",2024-09-30,,,A-1884,Establishes act of disseminating misinformation as professional misconduct for health care professionals.
S-3701,2024_2025,Midwives-provide for indepent prescriptive authority,SHH,"Vitale, Joseph F.",2024-09-30,,,A-5138,Provides for independent prescriptive authority for midwives.
S-3702,2024_2025,Personal flotation devices-proh bus entities from selling or manuf not approved,SCM,"Vitale, Joseph F.",2024-09-30,,,A-4754,Prohibits business entities from selling or manufacturing certain personal flotation devices not approved by United States Coast Guard.
S-3703,2024_2025,"Prescription drug benefits, cert-req cost sharing amt, based on cost to carrier",SCM,"Vitale, Joseph F.",2024-09-30,,,,Requires cost sharing amounts for certain prescription drug benefits to be based on final cost to carrier.
S-3704,2024_2025,Property taxes-requires detailed disclosure of information provided to purchaser,SCU,"Vitale, Joseph F.",2024-09-30,,,A-0499,Requires detailed disclosure of information concerning required payments in lieu of property taxes to be provided to purchaser of real property constructed pursuant to financial agreement containing long term tax exemption.
S-3705,2024_2025,"Personal care assistant svcs-increase cap to 91 hr per wk, Medicaid beneficiary",SHH,"Vitale, Joseph F.; McKnight, Angela V.",2024-09-30,,,A-4090,Increases cap on personal care assistant services from 40 hours to 91 hours per week for Medicaid beneficiary determined clinically eligible for nursing facility level of care.
S-3706,2024_2025,Firearms & ammunition purchases-require use of merchant category codes,SBA,"Vitale, Joseph F.",2024-09-30,,,A-5345,Requires use of merchant category codes for purchases of firearms and ammunition.
