bill_number,session_year,session_type,title,sponsors,summary,bill_url
HB107,2023,RS,AN ACT relating to medicinal cannabis and making an appropriation therefor.,D. Graham; C. Stevenson; C. Aull; G. Brown Jr.; A. Gentry; J. Nemes; J. Raymond; R. Roberts,"Create new sections of KRS Chapter 218A to define terms and establish a medicinal cannabis program; amend KRS 342.815 to establish that the Employer’s Mutual Insurance Authority shall not be required to provide coverage to an employer if doing so would subject the authority to a violation of state or federal law; amend KRS 139.470 to exempt the sale of medical cannabis from the state sales tax; amend KRS 138.870 to exempt medicinal cannabis from the excise tax on controlled substances; amend KRS 216B.402 to require hospital emergency departments to report cases of cannabinoid hyperemesis syndrome to the Department for Public Health; amend KRS 218A.010, 218A.1421, 218A.1422, 218A.1423, and 218A.500 to conform; amend KRS 12.020 to reestablish the Department for Alcoholic Beverage Control as the Department for Alcoholic Beverage and Cannabis Control; amend KRS 12.252, 15.300, 15.380, 15.398, 15.420, 15A.340, 61.592, 62.160, 131.1815, 211.285, 241.010, 241.015, 241.030, 243.025, 243.0307, 243.038, 243.090, 243.360, 438.310, 438.311, 438.313, 438.315, 438.317, 438.320, 438.325, 438.330, 438.337, and 438.340 to conform; appropriate $1,500,000 in fiscal year 2022-2023 for the creation of the Division of Medicinal Cannabis and the Division of Alcohol and Cannabis Enforcement; some sections EFFECTIVE July 1, 2023; APPROPRIATION.",https://apps.legislature.ky.gov/record/23rs/HB107.html
HB108,2023,RS,,DJ Johnson; W. Thomas,,https://apps.legislature.ky.gov/record/23rs/HB108.html
HB109,2023,RS,AN ACT relating to theft of services.,M. Lockett; J. Decker; R. Heath; M. Imes; R. Raymer; W. Williams,"Amend KRS 514.060, relating to theft of services, to include the conduct of a person holding the property of another under a rental agreement longer than the period agreed upon and depriving the owner of its use for future rentals.",https://apps.legislature.ky.gov/record/23rs/HB109.html
HB110,2023,RS,AN ACT relating to immunization exceptions.,S. Baker; J. Calloway; S. Doan; J. Gooch Jr.; M. Proctor; F. Rabourn; R. Raymer,Amend KRS 214.036 to add conscientiously held beliefs to the list of exceptions to immunization requirements.,https://apps.legislature.ky.gov/record/23rs/HB110.html
HB111,2023,RS,AN ACT relating to the individual tax rate.,L. Willner; G. Brown Jr.; L. Burke; D. Graham; K. Herron; N. Kulkarni; J. Raymond; R. Roberts; S. Stalker; C. Stevenson; P. Stevenson; L. Swann,"Amend KRS 141.020, to change the individal income tax rates for taxable years beginning on or after January 1, 2024.",https://apps.legislature.ky.gov/record/23rs/HB111.html
HB112,2023,RS,AN ACT relating to vehicle wheels.,W. Thomas,"Create a new section of KRS Chapter 189 to require all vehicles on a highway with an iron, steel, or wooden wheel be equipped with a rubberized strip on the portion of the wheel that is in contact with the portion of the wheel that is in contact with the highway; amend KRS 189.990 to set penalty for violation at $20 to $100 for each offense.",https://apps.legislature.ky.gov/record/23rs/HB112.html
HB113,2023,RS,AN ACT relating to electrical inspectors.,E. Callaway; P. Pratt,Amend KRS 227.491 to authorize electrical inspectors to perform electrical work outside the jurisdiction where they serve as electrical inspectors.,https://apps.legislature.ky.gov/record/23rs/HB113.html
HB114,2023,RS,AN ACT relating to retirement plans covering legislators.,J. Tipton,"Create a new section of KRS Chapter 6.500 to 6.577 to close the Legislators' Retirement Plan (LRP) to new members effective July 1, 2023, and to provide that new legislators shall participate in the Kentucky Employees Retirement System (KERS) for the duration of their legislative service; clarify that legislators who are also teachers contributing to the Teachers' Retirement System (TRS) may continue to participate in TRS while serving as a member of the General Assembly; provide that LRP members who entered the plan on or after January 1, 2014, and who are participating in the LRP cash balance plan shall have their account balance transferred to the KERS hybrid cash balance plan and shall prospectively participate in KERS for the duration of their legislative service; amend KRS 6.505 to provide that legislative changes that are enacted on or after July 1, 2023, for the Legislators' Retirement Plan shall not be part of the ""inviolable contract"" and to make conforming amendments; amend KRS 21.525 to provide that the Judicial Form Retirement System shall not request nor receive any funding for the LRP, except for administrative expenses, until such time the LRP plan has an actuarial funding level equal to or less than the KERS nonhazardous pension fund; amend KRS 6.500, 6.525, 21.374, 21.402, and 61.680 to conform.",https://apps.legislature.ky.gov/record/23rs/HB114.html
HB115,2023,RS,AN ACT relating to service animals.,B. Wesley; A. Tackett Laferty; D. Fister; M. Hart; R. Heath; J. Hodgson; K. King; C. Massaroni; K. Timoney; T. Truett,"Amend KRS 525.010 to define ""electronic detection dog"" and ""police dog""; amend KRS 525.220 to only allow the protection of self or others in instances of unlawful force; amend KRS 525.200 to conform; allow the Act to be cited as Bo's Law.",https://apps.legislature.ky.gov/record/23rs/HB115.html
HB116,2023,RS,AN ACT relating to soil and water conservation.,F. Rabourn; R. Heath; S. Doan; J. Hodgson; W. Lawrence; S. Maddox; S. Rawlings,Amend KRS 146.090 to allow the Kentucky Association of Conservation Districts to submit names of nominees; amend KRS 262.210 to require candidates after the effective date of this Act to be at least 21 years of age; amend KRS 262.240 to require a supervisor to be at least 21 years of age; include noncodified section to express the intent of the General Assembly that district supervisors serve terms as elected by residents of the district and shall not be replaced until a successor is elected and candidates for supervisor of a conservation district shall be at least 21 years of age upon the effective date of this Act.,https://apps.legislature.ky.gov/record/23rs/HB116.html
HB117,2023,RS,AN ACT relating to poultry.,S. Maddox; F. Rabourn; R. White,"Create a new section of KRS 217.005 to 217.215 to allow certain USDA-exempted poultry processors to sell to end consumers on a farm, at a farmers market, or at a roadside stand.",https://apps.legislature.ky.gov/record/23rs/HB117.html
HB118,2023,RS,AN ACT relating to firearms.,S. Maddox; F. Rabourn; J. Calloway; M. Proctor,Amend KRS 237.109 to lower the age requirement for carrying a concealed and deadly weapon from 21 to 18; amend KRS 237.110 to conform.,https://apps.legislature.ky.gov/record/23rs/HB118.html
HB119,2023,RS,,R. Dotson; J. Calloway; M. Hart; C. Massaroni; A. Neighbors; S. Rawlings; R. Raymer; B. Reed,,https://apps.legislature.ky.gov/record/23rs/HB119.html
HB120,2023,RS,AN ACT relating to children's health.,S. Maddox; F. Rabourn; R. Dotson,"Create new sections of KRS Chapter 311 to prohibit the provision of or referral for gender transition procedures to any child under the age of 18 years; define a violation as unprofessional conduct and acting recklessly for purposes of tort claims; permit an action on a violation to be taken by the parent or guardian of the child before the child attains the age of 18 years and by the child within 30 years of the child attaining the age of 18 years, with exceptions under which the time may be longer; require conditions for actions and damages; prohibit public funds to be used for the provision of or referral for gender transition procedures to a child under the age of 18 years; prohibit health care services provided under state, local, or county government to include gender transition procedures to a child under the age of 18 years; prohibit tax exemption for gender transition procedures; prohibit a person or entity from aiding or abetting the performance or inducement of gender transition procedures to a child under the age of 18 years, but exempt speech protected by the First Amendment to the Constitution of the United States and exempt a parent of such child; permit the Attorney General to bring action to enforce provisions; permit members of the General Assembly to intervene as a matter of right if these provisions are challenged; create a new section of KRS Chapter 205 to prohibit Medicaid coverage of gender transition procedures for a child under the age of 18 years; create a new section of Subtitle 17A of KRS Chapter 304 to prohibit health benefit plan coverage, including federal government health plans, for gender transition procedures for a child under the age of 18 years and any requirement for coverage of gender transition procedures; amend KRS 141.019 and 141.039 to prohibit tax exemption for gender transition procedures; establish a short title of Kentucky's Children Deserve Help Not Harm Act; EFFECTIVE January 1, 2024.",https://apps.legislature.ky.gov/record/23rs/HB120.html
