bill_id,session,chamber,action_date,action,order,journal_page
HB2577,2023_2024_RS,House,2024-04-25,"Approved by Governor on Thursday, April 18, 2024",23,
HB2577,2023_2024_RS,House,2024-04-05,"Enrolled and presented to Governor on Tuesday, April 9, 2024",22,
HB2577,2023_2024_RS,House,2024-04-05,"Reengrossed on Thursday, April 4, 2024",21,
HB2577,2023_2024_RS,House,2024-04-04,Concurred with amendments in conference; Yea: 120 Nay: 2,20,
HB2577,2023_2024_RS,Senate,2024-04-01,"Motion to accede adopted; Senator Longbine, Senator Fagg and Senator Pittman appointed as conferees",19,
HB2577,2023_2024_RS,House,2024-03-27,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Hoheisel , Representative Clifford and Representative Xu as conferees",18,
HB2577,2023_2024_RS,Senate,2024-03-26,Final Action - Passed as amended; Yea: 38 Nay: 2,17,
HB2577,2023_2024_RS,Senate,2024-03-25,Committee of the Whole - Be passed as amended,16,
HB2577,2023_2024_RS,Senate,2024-03-25,Committee of the Whole - Committee Report be adopted,15,
HB2577,2023_2024_RS,Senate,2024-03-18,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Insurance,14,
HB2577,2023_2024_RS,Senate,2024-03-06,"Hearing: Wednesday, March 6, 2024, 9:30 AM Room 546-S",13,
HB2577,2023_2024_RS,Senate,2024-02-28,Referred toCommittee on Financial Institutions and Insurance,12,
HB2577,2023_2024_RS,Senate,2024-02-23,Received and Introduced,11,
HB2577,2023_2024_RS,House,2024-02-22,Final Action - Passed as amended; Yea: 119 Nay: 1,10,
HB2577,2023_2024_RS,House,2024-02-22,"Engrossed on Wednesday, February 21, 2024",9,
HB2577,2023_2024_RS,House,2024-02-22,"Engrossed on Wednesday, February 21, 2024",8,
HB2577,2023_2024_RS,House,2024-02-21,Committee of the Whole - Be passed as amended,7,
HB2577,2023_2024_RS,House,2024-02-21,Committee of the Whole - Amendment by Representative Hoheisel was adopted,6,
HB2577,2023_2024_RS,House,2024-02-21,Committee of the Whole - Motion to Amend - Offered by Representative Hoheisel,5,
HB2577,2023_2024_RS,House,2024-02-06,Committee Report recommending bill be passed byCommittee on Financial Institutions and Pensions,4,
HB2577,2023_2024_RS,House,2024-01-31,"Hearing: Wednesday, January 31, 2024, 9:00 AM Room 582-N",3,
HB2577,2023_2024_RS,House,2024-01-24,Referred toCommittee on Financial Institutions and Pensions,2,
HB2577,2023_2024_RS,House,2024-01-24,Introduced,1,
HB2578,2023_2024_RS,Senate,2024-04-30,Died on Senate Calendar,15,
HB2578,2023_2024_RS,Senate,2024-03-20,Committee Report recommending bill be passed byCommittee on Public Health and Welfare,14,
HB2578,2023_2024_RS,Senate,2024-03-18,"Hearing: Monday, March 18, 2024, 8:30 AM Room 142-S",13,
HB2578,2023_2024_RS,Senate,2024-02-13,Referred toCommittee on Public Health and Welfare,12,
HB2578,2023_2024_RS,Senate,2024-02-12,Received and Introduced,11,
HB2578,2023_2024_RS,House,2024-02-09,"Engrossed on Thursday, February 8, 2024",10,
HB2578,2023_2024_RS,House,2024-02-08,Final Action - Passed as amended; Yea: 108 Nay: 12,9,
HB2578,2023_2024_RS,House,2024-02-07,Committee of the Whole - Be passed as amended,8,
HB2578,2023_2024_RS,House,2024-02-07,Committee of the Whole - Amendment by Representative Owens was adopted,7,
HB2578,2023_2024_RS,House,2024-02-07,Committee of the Whole - Motion to Amend - Offered by Representative Owens,6,
HB2578,2023_2024_RS,House,2024-02-07,Committee of the Whole - Passed over and retain a place on the calendar,5,
HB2578,2023_2024_RS,House,2024-02-01,Committee Report recommending bill be passed byCommittee on Health and Human Services,4,
HB2578,2023_2024_RS,House,2024-01-30,"Hearing: Tuesday, January 30, 2024, 1:30 PM Room 112-N",3,
HB2578,2023_2024_RS,House,2024-01-24,Referred toCommittee on Health and Human Services,2,
HB2578,2023_2024_RS,House,2024-01-24,Introduced,1,
HB2579,2023_2024_RS,Senate,2024-04-30,Died on Senate Calendar,11,
HB2579,2023_2024_RS,Senate,2024-03-19,Committee Report recommending bill be passed byCommittee on Public Health and Welfare,10,
HB2579,2023_2024_RS,Senate,2024-03-12,"Hearing: Tuesday, March 12, 2024, 8:30 AM Room 142-S",9,
HB2579,2023_2024_RS,Senate,2024-02-28,Referred toCommittee on Public Health and Welfare,8,
HB2579,2023_2024_RS,Senate,2024-02-23,Received and Introduced,7,
HB2579,2023_2024_RS,House,2024-02-22,Final Action - Passed; Yea: 120 Nay: 0,6,
HB2579,2023_2024_RS,House,2024-02-21,Committee of the Whole - Be passed,5,
HB2579,2023_2024_RS,House,2024-02-05,Committee Report recommending bill be passed byCommittee on Health and Human Services,4,
HB2579,2023_2024_RS,House,2024-01-31,"Hearing: Wednesday, January 31, 2024, 1:30 PM Room 112-N",3,
HB2579,2023_2024_RS,House,2024-01-24,Referred toCommittee on Health and Human Services,2,
HB2579,2023_2024_RS,House,2024-01-24,Introduced,1,
HB2580,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2580,2023_2024_RS,House,2024-01-31,"Hearing: Wednesday, January 31, 2024, 1:30 PM Room 152-S",3,
HB2580,2023_2024_RS,House,2024-01-24,Referred toCommittee on Child Welfare and Foster Care,2,1659
HB2580,2023_2024_RS,House,2024-01-24,Introduced,1,1652
HB2581,2023_2024_RS,House,2024-02-23,Stricken from Calendar by Rule 1507,5,
HB2581,2023_2024_RS,House,2024-02-19,Committee Report recommending bill be passed as amended byCommittee on Child Welfare and Foster Care,4,
HB2581,2023_2024_RS,House,2024-01-31,"Hearing: Wednesday, January 31, 2024, 1:30 PM Room 152-S",3,
HB2581,2023_2024_RS,House,2024-01-24,Referred toCommittee on Child Welfare and Foster Care,2,
HB2581,2023_2024_RS,House,2024-01-24,Introduced,1,
HB2582,2023_2024_RS,House,2024-04-30,Died on Calendar,8,
HB2582,2023_2024_RS,House,2024-02-23,Withdrawn from Committee on Appropriations and re-referred to Committee of the Whole,7,
HB2582,2023_2024_RS,House,2024-02-22,Withdrawn from Calendar; Referred toCommittee on Appropriations,6,
HB2582,2023_2024_RS,House,2024-02-20,Committee Report recommending bill be passed as amended byCommittee on Agriculture and Natural Resources Budget,5,
HB2582,2023_2024_RS,House,2024-02-16,"Hearing: Friday, February 16, 2024, 1:30 PM Room 118-N",4,
HB2582,2023_2024_RS,House,2024-02-16,"Hearing: Friday, February 16, 2024, 9:00 AM Room 159-S",3,
HB2582,2023_2024_RS,House,2024-01-24,Referred toCommittee on Agriculture and Natural Resources Budget,2,
HB2582,2023_2024_RS,House,2024-01-24,Introduced,1,
HB2583,2023_2024_RS,Senate,2024-04-29,Motion to override veto prevailed; Yea: 29 Nay: 10,23,
HB2583,2023_2024_RS,House,2024-04-29,Motion to override veto prevailed; Yea: 105 Nay: 20,22,
HB2583,2023_2024_RS,House,2024-04-25,"Vetoed by Governor; Returned to House on Friday, April 19, 2024",21,
HB2583,2023_2024_RS,House,2024-04-05,"Enrolled and presented to Governor on Tuesday, April 9, 2024",20,
HB2583,2023_2024_RS,House,2024-04-04,"Reengrossed on Wednesday, April 3, 2024",19,
HB2583,2023_2024_RS,House,2024-04-02,Concurred with amendments in conference; Yea: 115 Nay: 6,18,
HB2583,2023_2024_RS,Senate,2024-04-01,"Motion to accede adopted; Senator Warren, Senator Wilborn and Senator Corson appointed as conferees",17,
HB2583,2023_2024_RS,House,2024-04-01,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Owens , Representative Smith, E. and Representative Carmichael as conferees",16,
HB2583,2023_2024_RS,Senate,2024-03-27,Final Action - Passed as amended; Yea: 25 Nay: 15,15,
HB2583,2023_2024_RS,Senate,2024-03-26,Committee of the Whole - Be passed as amended,14,
HB2583,2023_2024_RS,Senate,2024-03-26,Committee of the Whole - Committee Report be adopted,13,
HB2583,2023_2024_RS,Senate,2024-03-25,Committee Report recommending bill be passed as amended byCommittee on Judiciary,12,
HB2583,2023_2024_RS,Senate,2024-03-07,"Hearing: Thursday, March 7, 2024, 10:30 AM Room 346-S",11,
HB2583,2023_2024_RS,Senate,2024-02-15,Referred toCommittee on Judiciary,10,
HB2583,2023_2024_RS,Senate,2024-02-14,Received and Introduced,9,
HB2583,2023_2024_RS,House,2024-02-14,Final Action - Passed as amended; Yea: 107 Nay: 4,8,
HB2583,2023_2024_RS,House,2024-02-14,"Engrossed on Tuesday, February 13, 2024",7,
HB2583,2023_2024_RS,House,2024-02-13,Committee of the Whole - Be passed as amended,6,
HB2583,2023_2024_RS,House,2024-02-13,Committee of the Whole - Committee Report be adopted,5,
HB2583,2023_2024_RS,House,2024-02-07,Committee Report recommending bill be passed as amended byCommittee on Corrections and Juvenile Justice,4,
HB2583,2023_2024_RS,House,2024-02-01,"Hearing: Thursday, February 1, 2024, 1:30 PM Room 546-S",3,
HB2583,2023_2024_RS,House,2024-01-24,Referred toCommittee on Corrections and Juvenile Justice,2,
HB2583,2023_2024_RS,House,2024-01-24,Introduced,1,
HB2584,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2584,2023_2024_RS,House,2024-02-06,"Hearing: Tuesday, February 6, 2024, 3:30 PM Room 346-S",3,
HB2584,2023_2024_RS,House,2024-01-24,Referred toCommittee on Taxation,2,1660
HB2584,2023_2024_RS,House,2024-01-24,Introduced,1,1652
HB2585,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2585,2023_2024_RS,House,2024-02-07,"Hearing: Wednesday, February 7, 2024, 3:30 PM Room 346-S",3,
HB2585,2023_2024_RS,House,2024-01-24,Referred toCommittee on Taxation,2,1660
HB2585,2023_2024_RS,House,2024-01-24,Introduced,1,1652
HB2586,2023_2024_RS,House,2024-04-30,Died in Committee,8,
HB2586,2023_2024_RS,House,2024-04-25,Withdrawn from Committee on Interstate Cooperation; Rereferred toCommittee on Calendar and Printing,7,3347
HB2586,2023_2024_RS,House,2024-03-19,Withdrawn from Committee on Taxation; Rereferred toCommittee on Interstate Cooperation,6,1966
HB2586,2023_2024_RS,House,2024-03-08,Withdrawn from Committee on Calendar and Printing; Rereferred toCommittee on Taxation,5,1915
HB2586,2023_2024_RS,House,2024-03-01,Withdrawn from Committee on Interstate Cooperation; Referred toCommittee on Calendar and Printing,4,1879
HB2586,2023_2024_RS,House,2024-02-21,Withdrawn from Committee on Taxation; Referred toCommittee on Interstate Cooperation,3,1800
HB2586,2023_2024_RS,House,2024-01-24,Referred toCommittee on Taxation,2,1660
HB2586,2023_2024_RS,House,2024-01-24,Introduced,1,1652
HB2587,2023_2024_RS,House,2024-03-28,"Approved by Governor on Friday, March 29, 2024",14,
HB2587,2023_2024_RS,House,2024-03-22,"Enrolled and presented to Governor on Friday, March 22, 2024",13,
HB2587,2023_2024_RS,House,2024-03-18,"Engrossed on Friday, March 15, 2024",12,
HB2587,2023_2024_RS,Senate,2024-03-14,Consent Calendar Passed Yea: 40 Nay: 0,11,
HB2587,2023_2024_RS,Senate,2024-03-11,Committee Report recommending bill be passed and placed on Consent Calendar by,10,
HB2587,2023_2024_RS,Senate,2024-03-05,"Hearing: Tuesday, March 5, 2024, 9:30 AM Room 142-S",9,
HB2587,2023_2024_RS,Senate,2024-02-28,Referred toCommittee on Local Government,8,
HB2587,2023_2024_RS,Senate,2024-02-23,Received and Introduced,7,
HB2587,2023_2024_RS,House,2024-02-22,Final Action - Passed; Yea: 116 Nay: 4,6,
HB2587,2023_2024_RS,House,2024-02-21,Committee of the Whole - Be passed,5,
HB2587,2023_2024_RS,House,2024-02-13,Committee Report recommending bill be passed byCommittee on Local Government,4,
HB2587,2023_2024_RS,House,2024-02-05,"Hearing: Monday, February 5, 2024, 9:00 AM Room 281-N",3,
HB2587,2023_2024_RS,House,2024-01-24,Referred toCommittee on Local Government,2,
HB2587,2023_2024_RS,House,2024-01-24,Introduced,1,
HB2588,2023_2024_RS,House,2024-04-25,"Approved by Governor on Thursday, April 18, 2024",21,
HB2588,2023_2024_RS,House,2024-04-05,"Enrolled and presented to Governor on Tuesday, April 9, 2024",20,
HB2588,2023_2024_RS,House,2024-04-05,"Engrossed on Friday, April 5, 2024",19,
HB2588,2023_2024_RS,House,2024-04-03,Conference Committee Report was adopted; Yea: 113 Nay: 7,18,
HB2588,2023_2024_RS,Senate,2024-04-03,Conference Committee Report was adopted; Yea: 26 Nay: 7,17,
HB2588,2023_2024_RS,Senate,2024-04-03,Conference committee report now available,16,
HB2588,2023_2024_RS,Senate,2024-04-01,"Motion to accede adopted; Senator Fagg, Senator Petersen and Senator Francisco appointed as conferees",15,
HB2588,2023_2024_RS,House,2024-04-01,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Delperdang , Representative Turner and Representative Ohaebosim as conferees",14,
HB2588,2023_2024_RS,Senate,2024-03-27,Emergency Final Action - Passed as amended; Yea: 32 Nay: 6,13,
HB2588,2023_2024_RS,Senate,2024-03-27,Committee of the Whole - Be passed as amended,12,
HB2588,2023_2024_RS,Senate,2024-03-27,Committee of the Whole - Committee Report be adopted,11,
HB2588,2023_2024_RS,Senate,2024-03-13,Committee Report recommending bill be passed as amended byCommittee on Utilities,10,
HB2588,2023_2024_RS,Senate,2024-03-05,"Hearing: Tuesday, March 5, 2024, 1:30 PM Room 548-S",9,
HB2588,2023_2024_RS,Senate,2024-02-16,Referred toCommittee on Utilities,8,
HB2588,2023_2024_RS,Senate,2024-02-15,Received and Introduced,7,
HB2588,2023_2024_RS,House,2024-02-15,Final Action - Passed; Yea: 116 Nay: 0,6,
HB2588,2023_2024_RS,House,2024-02-14,Committee of the Whole - Be passed,5,
HB2588,2023_2024_RS,House,2024-02-07,"Committee Report recommending bill be passed byCommittee on Energy, Utilities and Telecommunications",4,
HB2588,2023_2024_RS,House,2024-02-01,"Hearing: Thursday, February 1, 2024, 9:00 AM Room 582-N",3,
HB2588,2023_2024_RS,House,2024-01-24,"Referred toCommittee on Energy, Utilities and Telecommunications",2,
HB2588,2023_2024_RS,House,2024-01-24,Introduced,1,
HB2589,2023_2024_RS,House,2024-02-23,Stricken from Calendar by Rule 1507,5,
HB2589,2023_2024_RS,House,2024-02-19,"Committee Report recommending bill be passed as amended byCommittee on Energy, Utilities and Telecommunications",4,
HB2589,2023_2024_RS,House,2024-02-08,"Hearing: Thursday, February 8, 2024, 9:00 AM Room 582-N",3,
HB2589,2023_2024_RS,House,2024-01-24,"Referred toCommittee on Energy, Utilities and Telecommunications",2,
HB2589,2023_2024_RS,House,2024-01-24,Introduced,1,
HB2590,2023_2024_RS,House,2024-04-04,"Approved by Governor on Thursday, April 4, 2024",16,
HB2590,2023_2024_RS,House,2024-04-02,"Enrolled and presented to Governor on Tuesday, April 2, 2024",15,
HB2590,2023_2024_RS,House,2024-04-01,"Engrossed on Thursday, March 28, 2024",14,
HB2590,2023_2024_RS,Senate,2024-03-26,Final Action - Passed; Yea: 40 Nay: 0,13,
HB2590,2023_2024_RS,Senate,2024-03-25,Committee of the Whole - Be passed,12,
HB2590,2023_2024_RS,Senate,2024-03-14,Committee Report recommending bill be passed byCommittee on Utilities,11,
HB2590,2023_2024_RS,Senate,2024-03-12,"Hearing: Tuesday, March 12, 2024, 1:30 PM Room 548-S",10,
HB2590,2023_2024_RS,Senate,2024-03-01,Referred toCommittee on Utilities,9,
HB2590,2023_2024_RS,Senate,2024-02-28,Received and Introduced,8,
HB2590,2023_2024_RS,House,2024-02-22,Emergency Final Action - Passed; Yea: 117 Nay: 2,7,
HB2590,2023_2024_RS,House,2024-02-22,Committee of the Whole - Be passed,6,
HB2590,2023_2024_RS,House,2024-02-21,Committee of the Whole - Passed over and retain a place on the calendar,5,
HB2590,2023_2024_RS,House,2024-02-15,"Committee Report recommending bill be passed byCommittee on Energy, Utilities and Telecommunications",4,
HB2590,2023_2024_RS,House,2024-02-08,"Hearing: Thursday, February 8, 2024, 9:00 AM Room 582-N",3,
HB2590,2023_2024_RS,House,2024-01-24,"Referred toCommittee on Energy, Utilities and Telecommunications",2,
HB2590,2023_2024_RS,House,2024-01-24,Introduced,1,
HB2591,2023_2024_RS,House,2024-02-22,Final Action - Not passed; Yea: 38 Nay: 82,6,
HB2591,2023_2024_RS,House,2024-02-21,Committee of the Whole - Be passed,5,
HB2591,2023_2024_RS,House,2024-02-15,"Committee Report recommending bill be passed byCommittee on Energy, Utilities and Telecommunications",4,
HB2591,2023_2024_RS,House,2024-02-13,"Hearing: Tuesday, February 13, 2024, 9:00 AM Room 582-N",3,
HB2591,2023_2024_RS,House,2024-01-24,"Referred toCommittee on Energy, Utilities and Telecommunications",2,
HB2591,2023_2024_RS,House,2024-01-24,Introduced,1,
HB2592,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2592,2023_2024_RS,House,2024-02-07,"Hearing: Wednesday, February 7, 2024, 3:30 PM Room 582-N",3,
HB2592,2023_2024_RS,House,2024-01-24,Referred toCommittee on Judiciary,2,1660
HB2592,2023_2024_RS,House,2024-01-24,Introduced,1,1653
HB2593,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2593,2023_2024_RS,House,2024-02-12,"Hearing: Monday, February 12, 2024, 3:30 PM Room 582-N",3,
HB2593,2023_2024_RS,House,2024-01-24,Referred toCommittee on Judiciary,2,1660
HB2593,2023_2024_RS,House,2024-01-24,Introduced,1,1653
HB2594,2023_2024_RS,House,2024-04-30,Died in Committee,6,
HB2594,2023_2024_RS,House,2024-02-19,Withdrawn from Committee on Appropriations; Rereferred toCommittee on K-12 Education Budget,5,1779
HB2594,2023_2024_RS,House,2024-02-16,Withdrawn from Committee on K-12 Education Budget; Referred toCommittee on Appropriations,4,1776
HB2594,2023_2024_RS,House,2024-01-29,"Hearing: Monday, January 29, 2024, 3:30 PM Room 546-S",3,
HB2594,2023_2024_RS,House,2024-01-24,Referred toCommittee on K-12 Education Budget,2,1660
HB2594,2023_2024_RS,House,2024-01-24,Introduced,1,1653
HB2595,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2595,2023_2024_RS,House,2024-01-24,Referred toCommittee on Insurance,2,1660
HB2595,2023_2024_RS,House,2024-01-24,Introduced,1,1654
HB2596,2023_2024_RS,Senate,2024-04-30,Died on Senate Calendar,13,
HB2596,2023_2024_RS,Senate,2024-03-13,Committee Report recommending bill be passed as amended byCommittee on Public Health and Welfare,12,
HB2596,2023_2024_RS,Senate,2024-03-05,"Hearing: Tuesday, March 5, 2024, 8:30 AM Room 142-S",11,
HB2596,2023_2024_RS,Senate,2024-02-28,Referred toCommittee on Public Health and Welfare,10,
HB2596,2023_2024_RS,Senate,2024-02-23,Received and Introduced,9,
HB2596,2023_2024_RS,House,2024-02-22,Final Action - Passed; Yea: 120 Nay: 0,8,
HB2596,2023_2024_RS,House,2024-02-21,Committee of the Whole - Be passed,7,
HB2596,2023_2024_RS,House,2024-02-21,"Committee of the Whole - Amendment by Representative Miller, S. was rejected Yea: 41 Nay: 80",6,
HB2596,2023_2024_RS,House,2024-02-21,"Committee of the Whole - Motion to Amend - Offered by Representative Miller, S.",5,
