bill_number,session,session_type,chamber,action_date,action,journal_page,order
sb0639,2023,RS,Sen.,2023-11-16,Fiscal estimate received,,3
sb0639,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,4
sb0640,2023,RS,Sen.,2023-11-07,"Introduced by Senator Jacque; 
cosponsored by Representatives Penterman, Wichgers and Brandtjen",577,1
sb0640,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Judiciary and Public Safety,577,2
sb0640,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,3
sb0641,2023,RS,Sen.,2023-11-07,"Introduced by Senators James and Nass; 
cosponsored by Representatives Sortwell, Magnafici, Allen, Armstrong, Brandtjen, Goeben, Gustafson, S. Johnson, Rettinger, Schmidt and Wichgers",577,1
sb0641,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Judiciary and Public Safety,577,2
sb0641,2023,RS,Sen.,2024-01-11,Public hearing held,,3
sb0641,2023,RS,Sen.,2024-01-31,Executive action taken,,4
sb0641,2023,RS,Sen.,2024-01-31,"Report passage recommended by Committee on Judiciary and Public Safety, Ayes 5, Noes 2",764,5
sb0641,2023,RS,Sen.,2024-01-31,Available for scheduling,,6
sb0641,2023,RS,Sen.,2024-02-09,Placed on calendar 2-13-2024 pursuant to Senate Rule 18(1),790,7
sb0641,2023,RS,Sen.,2024-02-13,Read a second time,803,8
sb0641,2023,RS,Sen.,2024-02-13,Ordered to a third reading,803,9
sb0641,2023,RS,Sen.,2024-02-13,Rules suspended to give bill its third reading,803,10
sb0641,2023,RS,Sen.,2024-02-13,"Read a third time and passed, Ayes 22, Noes 10",803,11
sb0641,2023,RS,Sen.,2024-02-13,Ordered immediately messaged,807,12
sb0641,2023,RS,Asm.,2024-02-13,Received from Senate,658,13
sb0641,2023,RS,Asm.,2024-02-13,Read first time and referred to committee on Rules,659,14
sb0641,2023,RS,Asm.,2024-02-13,Placed on calendar 2-15-2024 by Committee on Rules,,15
sb0641,2023,RS,Asm.,2024-02-14,Representative O'Connor added as a cosponsor,684,16
sb0641,2023,RS,Asm.,2024-02-15,Rules suspended to withdraw from calendar and take up,695,17
sb0641,2023,RS,Asm.,2024-02-15,Read a second time,695,18
sb0641,2023,RS,Asm.,2024-02-15,Ordered to a third reading,696,19
sb0641,2023,RS,Asm.,2024-02-15,Rules suspended,696,20
sb0641,2023,RS,Asm.,2024-02-15,Read a third time and concurred in,696,21
sb0641,2023,RS,Asm.,2024-02-15,Ordered immediately messaged,696,22
sb0641,2023,RS,Sen.,2024-02-15,Received from Assembly concurred in,818,23
sb0641,2023,RS,Sen.,2024-02-29,LRB correction,883,24
sb0641,2023,RS,Sen.,2024-02-29,Report correctly enrolled,882,25
sb0641,2023,RS,Sen.,2024-03-26,Presented to the Governor on 3-26-2024,937,26
sb0641,2023,RS,Sen.,2024-03-29,Report vetoed by the Governor on 3-29-2024,949,27
sb0641,2023,RS,Sen.,2024-05-13,Placed on calendar 5-14-2024 pursuant to Joint Rule 82 (2)(a),,28
sb0641,2023,RS,Sen.,2024-05-14,Failed to pass notwithstanding the objections of the Governor pursuant to Joint Rule 82,986,29
sb0642,2023,RS,Sen.,2023-11-07,"Introduced by Senators Quinn and Marklein; 
cosponsored by Representatives Zimmerman, Gustafson, Allen, Armstrong, Behnke, Binsfeld, Dittrich, Duchow, Green, Kitchens, Kurtz, Macco, Murphy, Mursau, Novak, O'Connor, Penterman, Plumer, Pronschinske, Rettinger, Sortwell, Spiros, Steffen, Tittl, Wichgers and Wittke",577,1
sb0642,2023,RS,Sen.,2023-11-07,"Read first time and referred to Committee on Shared Revenue, Elections and Consumer Protection",577,2
sb0642,2023,RS,Sen.,2023-11-14,Representatives Cabrera and Drake added as cosponsors,607,3
sb0642,2023,RS,Sen.,2023-11-16,Fiscal estimate received,,4
sb0642,2023,RS,Sen.,2023-12-12,Senate Amendment 1 offered by Senator Quinn,665,5
sb0642,2023,RS,Sen.,2023-12-19,Public hearing held,,6
sb0642,2023,RS,Sen.,2024-02-15,Executive action taken,,7
sb0642,2023,RS,Sen.,2024-02-15,"Report adoption of Senate Amendment 1 recommended by Committee on Shared Revenue, Elections and Consumer Protection, Ayes 5, Noes 0",816,8
sb0642,2023,RS,Sen.,2024-02-15,"Report passage as amended recommended by Committee on Shared Revenue, Elections and Consumer Protection, Ayes 4, Noes 1",816,9
sb0642,2023,RS,Sen.,2024-02-15,Available for scheduling,,10
sb0642,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,11
sb0643,2023,RS,Sen.,2023-11-07,"Introduced by Senators Quinn, Tomczyk, Carpenter, Cowles, Felzkowski, Marklein, Pfaff and Spreitzer; 
cosponsored by Representatives Novak, Snyder, Bare, Armstrong, Billings, C. Anderson, Brandtjen, Donovan, Doyle, Edming, Hurd, Joers, Kitchens, Kurtz, McGuire, Moses, Mursau, O'Connor, Ohnstad, Oldenburg, Ortiz-Velez, Rozar, Schmidt, Schutt and Tranel",577,1
sb0643,2023,RS,Sen.,2023-11-07,"Read first time and referred to Committee on Housing, Rural Issues and Forestry",577,2
sb0643,2023,RS,Sen.,2023-11-08,LRB correction,591,3
sb0643,2023,RS,Sen.,2023-11-21,Fiscal estimate received,,4
sb0643,2023,RS,Sen.,2023-12-05,Representative Magnafici added as a cosponsor,652,5
sb0643,2023,RS,Sen.,2023-12-06,Public hearing held,,6
sb0643,2023,RS,Sen.,2023-12-20,Executive action taken,,7
sb0643,2023,RS,Sen.,2023-12-20,"Report passage recommended by Committee on Housing, Rural Issues and Forestry, Ayes 5, Noes 0",677,8
sb0643,2023,RS,Sen.,2023-12-20,Available for scheduling,,9
sb0643,2023,RS,Sen.,2024-01-12,Placed on calendar 1-16-2024 pursuant to Senate Rule 18(1),712,10
sb0643,2023,RS,Sen.,2024-01-16,Read a second time,722,11
sb0643,2023,RS,Sen.,2024-01-16,Ordered to a third reading,722,12
sb0643,2023,RS,Sen.,2024-01-16,Rules suspended to give bill its third reading,722,13
sb0643,2023,RS,Sen.,2024-01-16,"Read a third time and passed, Ayes 31, Noes 1",722,14
sb0643,2023,RS,Sen.,2024-01-16,Ordered immediately messaged,725,15
sb0643,2023,RS,Asm.,2024-01-16,Received from Senate,550,16
sb0643,2023,RS,Asm.,2024-02-20,Representative Emerson added as a cosponsor,717,17
sb0643,2023,RS,Asm.,2024-02-20,Read first time and referred to committee on Rules,714,18
sb0643,2023,RS,Asm.,2024-02-20,Made a special order of business at 10:23 AM on 2-22-2024 pursuant to Assembly Resolution 28,733,19
sb0643,2023,RS,Asm.,2024-02-22,Read a second time,757,20
sb0643,2023,RS,Asm.,2024-02-22,Ordered to a third reading,757,21
sb0643,2023,RS,Asm.,2024-02-22,Rules suspended,758,22
sb0643,2023,RS,Asm.,2024-02-22,"Read a third time and concurred in, Ayes 97, Noes 0",758,23
sb0643,2023,RS,Asm.,2024-02-22,Ordered immediately messaged,758,24
sb0643,2023,RS,Sen.,2024-02-22,Received from Assembly concurred in,859,25
sb0643,2023,RS,Sen.,2024-02-29,Report correctly enrolled,882,26
sb0643,2023,RS,Sen.,2024-03-07,Representative Shankland added as a cosponsor,897,27
sb0643,2023,RS,Sen.,2024-03-18,Presented to the Governor on 3-18-2024,926,28
sb0643,2023,RS,Sen.,2024-03-26,Report approved by the Governor on 3-15-2024. 2023 Wisconsin Act 185,937,29
sb0643,2023,RS,Sen.,2024-03-26,Published 3-23-2024,938,30
sb0644,2023,RS,Sen.,2023-11-07,"Introduced by Senators Quinn, Spreitzer, Cabral-Guevara, Feyen, Hesselbein and Larson; 
cosponsored by Representatives Neylon, C. Anderson, J. Anderson, Armstrong, Bare, Behnke, Conley, Considine, Dittrich, Emerson, Goeben, Gundrum, Joers, Kitchens, Krug, Mursau, O'Connor, Palmeri, Rettinger, Riemer, Schraa, Snodgrass, Snyder, Tittl and Wichgers",577,1
sb0644,2023,RS,Sen.,2023-11-07,"Read first time and referred to Committee on Shared Revenue, Elections and Consumer Protection",578,2
sb0644,2023,RS,Sen.,2023-11-15,Representative Subeck added as a cosponsor,625,3
sb0644,2023,RS,Sen.,2023-11-27,Representative Haywood added as a cosponsor,641,4
sb0644,2023,RS,Sen.,2023-11-27,Fiscal estimate received,,5
sb0644,2023,RS,Sen.,2024-01-12,Representative Ratcliff added as a cosponsor,713,6
sb0644,2023,RS,Sen.,2024-02-06,Senate Amendment 1 offered by Senator Quinn,777,7
sb0644,2023,RS,Sen.,2024-02-08,Public hearing held,,8
sb0644,2023,RS,Sen.,2024-02-15,Executive action taken,,9
sb0644,2023,RS,Sen.,2024-02-15,"Report adoption of Senate Amendment 1 recommended by Committee on Shared Revenue, Elections and Consumer Protection, Ayes 5, Noes 0",816,10
sb0644,2023,RS,Sen.,2024-02-15,"Report passage as amended recommended by Committee on Shared Revenue, Elections and Consumer Protection, Ayes 5, Noes 0",816,11
sb0644,2023,RS,Sen.,2024-02-15,Available for scheduling,,12
sb0644,2023,RS,Sen.,2024-02-20,Senate Substitute Amendment 1 offered by Senator Quinn,833,13
sb0644,2023,RS,Sen.,2024-02-20,Representative Shankland added as a cosponsor,834,14
sb0644,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,15
sb0645,2023,RS,Sen.,2023-11-07,"Introduced by Senator Jacque; 
cosponsored by Representatives Wichgers and Sinicki",578,1
sb0645,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Insurance and Small Business,578,2
sb0645,2023,RS,Sen.,2023-11-09,"Commissioner of Insurance report received pursuant to s.601.423(2), Wisconsin Statutes",,3
sb0645,2023,RS,Sen.,2023-11-30,Fiscal estimate received,,4
sb0645,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,5
sb0646,2023,RS,Sen.,2023-11-09,"Introduced by Senators Cowles, Stroebel, Ballweg, Jacque and Nass; 
cosponsored by Representatives Neylon, Gustafson, Tittl, Baldeh, Green, Krug, Murphy, O'Connor, Penterman, Rettinger, Rozar, Spiros and Tranel",593,1
sb0646,2023,RS,Sen.,2023-11-09,Read first time and referred to Committee on Utilities and Technology,593,2
sb0646,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,3
sb0647,2023,RS,Sen.,2023-11-09,"Introduced by Senators Cowles, Stroebel and Ballweg; 
cosponsored by Representatives Neylon, Gustafson, Tittl, Baldeh, Green, Krug, Murphy, O'Connor, Rettinger, Rozar, Spiros and Tranel",593,1
sb0647,2023,RS,Sen.,2023-11-09,Read first time and referred to Committee on Utilities and Technology,593,2
sb0647,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,3
sb0648,2023,RS,Sen.,2023-11-09,"Introduced by Senators Cowles and Stroebel; 
cosponsored by Representatives Neylon, Gustafson, Tittl, Baldeh, Green, Krug, Murphy, O'Connor, Penterman, Rettinger, Rozar, Spiros and Tranel",593,1
sb0648,2023,RS,Sen.,2023-11-09,Read first time and referred to Committee on Utilities and Technology,593,2
sb0648,2023,RS,Sen.,2023-12-06,Fiscal estimate received,,3
sb0648,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,4
sb0649,2023,RS,Sen.,2023-11-09,"Introduced by Senators Cowles and Stroebel; 
cosponsored by Representatives Gustafson, Neylon, Tittl, Baldeh, Green, Krug, Murphy, O'Connor, Rettinger, Rozar, Spiros and Tranel",593,1
sb0649,2023,RS,Sen.,2023-11-09,Read first time and referred to Committee on Utilities and Technology,594,2
sb0649,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,3
sb0650,2023,RS,Sen.,2023-11-09,"Introduced by Senators Cowles, Stroebel, Ballweg and Nass; 
cosponsored by Representatives Gustafson, Neylon, Tittl, Baldeh, Dittrich, Krug, Murphy, O'Connor, Rettinger, Rozar, Spiros and Tranel",594,1
sb0650,2023,RS,Sen.,2023-11-09,Read first time and referred to Committee on Utilities and Technology,594,2
sb0650,2023,RS,Sen.,2023-12-01,Fiscal estimate received,,3
sb0650,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,4
sb0651,2023,RS,Sen.,2023-11-09,"Introduced by Senators Cowles and Stroebel; 
cosponsored by Representatives Gustafson, Neylon, Tittl, Andraca, Dittrich, Krug, Murphy, O'Connor, Rettinger, Rozar and Spiros",594,1
sb0651,2023,RS,Sen.,2023-11-09,Read first time and referred to Committee on Utilities and Technology,594,2
sb0651,2023,RS,Sen.,2023-12-01,Fiscal estimate received,,3
sb0651,2023,RS,Sen.,2024-01-29,Senator Larson added as a coauthor,759,4
sb0651,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,5
sb0652,2023,RS,Sen.,2023-11-09,"Introduced by Senators Jagler, Ballweg, Stroebel, Marklein and Nass; 
cosponsored by Representatives Schutt, Goeben, Baldeh, Dittrich, Rozar, O'Connor, Rettinger, Brandtjen and Behnke",594,1
sb0652,2023,RS,Sen.,2023-11-09,Read first time and referred to Committee on Education,594,2
sb0652,2023,RS,Sen.,2023-11-20,Fiscal estimate received,,3
sb0652,2023,RS,Sen.,2023-12-21,Representative Nedweski added as a cosponsor,678,4
sb0652,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,5
sb0653,2023,RS,Sen.,2023-11-09,"Introduced by Senators Stroebel, Cabral-Guevara, Felzkowski, Jagler, Marklein, Nass, Quinn and Wanggaard; 
cosponsored by Representatives Wittke, Brandtjen, Brooks, Dittrich, Goeben, Penterman, Sortwell and Wichgers",594,1
sb0653,2023,RS,Sen.,2023-11-09,Read first time and referred to Committee on Education,594,2
sb0653,2023,RS,Sen.,2023-11-29,Fiscal estimate received,,3
sb0653,2023,RS,Sen.,2024-01-23,Public hearing held,,4
sb0653,2023,RS,Sen.,2024-02-05,Executive action taken,,5
sb0653,2023,RS,Sen.,2024-02-05,"Report passage recommended by Committee on Education, Ayes 5, Noes 2",774,6
sb0653,2023,RS,Sen.,2024-02-06,Available for scheduling,,7
sb0653,2023,RS,Sen.,2024-02-19,Placed on calendar 2-20-2024 pursuant to Senate Rule 18(1),827,8
sb0653,2023,RS,Sen.,2024-02-20,Read a second time,841,9
sb0653,2023,RS,Sen.,2024-02-20,Ordered to a third reading,841,10
sb0653,2023,RS,Sen.,2024-02-20,Rules suspended to give bill its third reading,841,11
sb0653,2023,RS,Sen.,2024-02-20,Read a third time and passed,841,12
sb0653,2023,RS,Sen.,2024-02-20,Ordered immediately messaged,844,13
sb0653,2023,RS,Asm.,2024-02-20,Received from Senate,712,14
sb0653,2023,RS,Asm.,2024-03-14,Read first time and referred to committee on Rules,806,15
sb0653,2023,RS,Asm.,2024-04-15,Failed to concur in pursuant to Senate Joint Resolution 1,837,16
sb0654,2023,RS,Sen.,2023-11-09,"Introduced by Senators Quinn, Ballweg and Wanggaard; 
cosponsored by Representatives Callahan, Armstrong, Behnke, Bodden, Dittrich, Doyle, Edming, Moses, Rozar, Schmidt and Jacobson",594,1
sb0654,2023,RS,Sen.,2023-11-09,Read first time and referred to Committee on Transportation and Local Government,594,2
sb0654,2023,RS,Sen.,2024-02-06,Public hearing held,,3
sb0654,2023,RS,Sen.,2024-02-15,Executive action taken,,4
sb0654,2023,RS,Sen.,2024-02-16,"Report passage recommended by Committee on Transportation and Local Government, Ayes 5, Noes 0",822,5
sb0654,2023,RS,Sen.,2024-02-16,Available for scheduling,,6
sb0654,2023,RS,Sen.,2024-02-19,Placed on calendar 2-20-2024 pursuant to Senate Rule 18(1),827,7
sb0654,2023,RS,Sen.,2024-02-20,Read a second time,841,8
sb0654,2023,RS,Sen.,2024-02-20,Ordered to a third reading,841,9
sb0654,2023,RS,Sen.,2024-02-20,Rules suspended to give bill its third reading,841,10
sb0654,2023,RS,Sen.,2024-02-20,Read a third time and passed,841,11
sb0654,2023,RS,Sen.,2024-02-20,Ordered immediately messaged,844,12
sb0654,2023,RS,Asm.,2024-02-20,Received from Senate,712,13
sb0654,2023,RS,Asm.,2024-02-20,Read first time and referred to committee on Rules,744,14
sb0654,2023,RS,Asm.,2024-02-20,Made a special order of business at 11:32 AM on 2-22-2024 pursuant to Assembly Resolution 29,744,15
sb0654,2023,RS,Asm.,2024-02-22,Read a second time,776,16
sb0654,2023,RS,Asm.,2024-02-22,Ordered to a third reading,776,17
sb0654,2023,RS,Asm.,2024-02-22,Rules suspended,776,18
sb0654,2023,RS,Asm.,2024-02-22,Read a third time and concurred in,776,19
sb0654,2023,RS,Asm.,2024-02-22,Ordered immediately messaged,776,20
sb0654,2023,RS,Sen.,2024-02-23,Received from Assembly concurred in,860,21
sb0654,2023,RS,Sen.,2024-02-28,Report correctly enrolled,879,22
sb0654,2023,RS,Sen.,2024-03-18,Presented to the Governor on 3-18-2024,926,23
sb0654,2023,RS,Sen.,2024-03-22,Report approved by the Governor on 3-21-2024. 2023 Wisconsin Act 161,934,24
sb0654,2023,RS,Sen.,2024-03-22,Published 3-22-2024,934,25
sb0655,2023,RS,Sen.,2023-11-09,"Introduced by Senators Agard, Larson and L. Johnson; 
cosponsored by Representatives Hong, J. Anderson, Clancy, Madison, Ratcliff, Baldeh, Cabrera, Drake, Shelton, Sinicki, Snodgrass, Stubbs, Emerson, Moore Omokunde, Palmeri, Considine and Joers",594,1
sb0655,2023,RS,Sen.,2023-11-09,"Read first time and referred to Committee on Housing, Rural Issues and Forestry",594,2
sb0655,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,3
sb0656,2023,RS,Sen.,2023-11-09,"Introduced by Senators Larson and Roys; 
cosponsored by Representatives Clancy, Madison, Ratcliff, Palmeri, Baldeh, Cabrera, Drake, Shelton, Sinicki, Snodgrass, Stubbs, Hong, Moore Omokunde, J. Anderson, Emerson, Considine, C. Anderson and Jacobson",594,1
sb0656,2023,RS,Sen.,2023-11-09,"Read first time and referred to Committee on Housing, Rural Issues and Forestry",594,2
sb0656,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,3
sb0657,2023,RS,Sen.,2023-11-09,"Introduced by Senators Larson, L. Johnson and Roys; 
cosponsored by Representatives Clancy, Hong, Madison, Palmeri, Baldeh, Cabrera, Drake, Emerson, Stubbs, Snodgrass, Shelton, Sinicki, Moore Omokunde, J. Anderson, Conley, Considine, Joers, C. Anderson, Jacobson and Subeck",594,1
sb0657,2023,RS,Sen.,2023-11-09,"Read first time and referred to Committee on Housing, Rural Issues and Forestry",594,2
sb0657,2023,RS,Sen.,2023-11-27,Representative Haywood added as a cosponsor,641,3
sb0657,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,4
sb0658,2023,RS,Sen.,2023-11-09,"Introduced by Senators Larson, L. Johnson and Hesselbein; 
cosponsored by Representatives Clancy, J. Anderson, Madison, Palmeri, Baldeh, Bare, Cabrera, Drake, Emerson, Shelton, Sinicki, Snodgrass, Stubbs, Hong, Conley, Joers, Jacobson and Moore Omokunde",594,1
sb0658,2023,RS,Sen.,2023-11-09,"Read first time and referred to Committee on Housing, Rural Issues and Forestry",594,2
sb0658,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,3
sb0659,2023,RS,Sen.,2023-11-09,"Introduced by Senators Larson, L. Johnson, Hesselbein, Roys and Smith; 
cosponsored by Representatives Clancy, C. Anderson, Madison, Ratcliff, Palmeri, Baldeh, Bare, Cabrera, Drake, Shelton, Sinicki, Snodgrass, Stubbs, Hong, Emerson, Considine, Joers, Moore Omokunde, Jacobson and J. Anderson",594,1
sb0659,2023,RS,Sen.,2023-11-09,"Read first time and referred to Committee on Housing, Rural Issues and Forestry",594,2
sb0659,2023,RS,Sen.,2023-11-27,Representative Haywood added as a cosponsor,641,3
sb0659,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,4
sb0660,2023,RS,Sen.,2023-11-09,"Introduced by Senators Larson, L. Johnson, Hesselbein, Spreitzer and Taylor; 
cosponsored by Representatives Clancy, Madison, Ratcliff, Palmeri, Baldeh, Bare, Cabrera, Drake, Emerson, Shelton, Sinicki, Snodgrass, Stubbs, Hong, Ortiz-Velez, Considine, Joers, C. Anderson, Jacobson, Subeck, Moore Omokunde and J. Anderson",594,1
sb0660,2023,RS,Sen.,2023-11-09,"Read first time and referred to Committee on Housing, Rural Issues and Forestry",594,2
